ID,Parent Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price,Category,Derived Products
1099,Ibm,2008,Apr,FilesX,Application Recovery Software,United States,-,-,-
1100,Ibm,2008,Apr,InfoDyne Corporation,Data Feed Connectors,United States,-,-,-
1101,Ibm,2008,Jul,Platform Solutions,"Mainframe, System Z technologies",United States,-,-,-
1102,Ibm,2008,Jul,ILOG,Business Rules Management Systems,France,340000000,-,-
1103,Ibm,2008,Nov,Transitive Corporation,Virtualization Software,United States,-,-,-
1104,Ibm,2009,Jan,Outblaze's E-Mail Service Assets,Online messaging and collaboration,Hong Kong,-,-,-
1105,Ibm,2009,May,Exeros Assets,Data Discovery Software,United States,-,-,-
1106,Ibm,2009,Jul,SPSS Inc.,Statistical analysis software,United States,1200000000,-,-
1107,Ibm,2009,Jul,Ounce Labs,Source code analysis,United States,-,-,-
1108,Ibm,2009,Sep,RedPill Solutions,Analytics and Optimisation,Singapore,-,-,-
1109,Ibm,2009,Nov,Guardium,Database monitoring and protection,United States,-,-,-
1110,Ibm,2009,Dec,Lombardi,Business Process Management,United States,-,-,-
1111,Ibm,2010,Jan,"National Interest Security Company, LLC",Public sector consulting,United States,-,-,-
1112,Ibm,2010,Feb,Initiate Systems,Data integrity software,United States,-,-,-
1113,Ibm,2010,Feb,Intelliden Inc.,Network Automation software,United States,-,-,-
1114,Ibm,2010,Mar,Wilshire Credit Corporation Assets,Mortgage Business Processing Services,United States,-,-,-
1115,Ibm,2010,May,Cast Iron Systems,Cloud Integration,United States,190000000,-,-
1116,Ibm,2010,May,Sterling Commerce,Business software integration,United States,1400000000,-,-
1117,Ibm,2010,Jun,Coremetrics,Web Analytics,United States,-,-,-
1118,Ibm,2010,Jul,"BigFix, Inc.",Security and IT automation software,United States,-,-,-
1119,Ibm,2010,Jul,Storwize,Data Compression,United States,140000000,-,-
1120,Ibm,2010,Aug,Datacap,Data capture and Content Management,United States,-,-,-
1121,Ibm,2010,Aug,Unica Corporation,Marketing planning software,United States,480000000,-,-
1122,Ibm,2010,Sep,OpenPages,Integrated risk management solutions,United States,-,-,-
1123,Ibm,2010,Sep,Netezza,Data warehousing and analytics,United States,1700000000,-,-
1124,Ibm,2010,Sep,BLADE Network Technologies,Networking,United States,-,-,-
1125,Ibm,2010,Oct,PSS Systems,Legal risk management,United States,-,-,-
1126,Ibm,2010,Oct,Clarity Systems,Financial governance,Canada,350000000,-,-
1127,Ibm,2011,Mar,Tririga Inc.,Facility and Real Estate Management,United States,-,-,-
1128,Ibm,2011,Aug,i2 Limited,Intelligence Analytics,United Kingdom,-,-,-
1129,Ibm,2011,Sep,Algorithmics Inc.,Risk Management,Canada,387000000,-,-
1130,Ibm,2011,Oct,Q1 Labs,Security Intelligence,United States,-,-,-
1131,Ibm,2011,Oct,Platform Computing,Cluster and Grid Management Software,Canada,-,-,-
1132,Ibm,2011,Dec,Cúram Software,Smarter Cities,Ireland,-,-,-
1133,Ibm,2011,Dec,DemandTec,Cloud-based Retail Analytics,United States,440000000,-,-
1134,Ibm,2011,Dec,Emptoris,Supply Chain Analytics,United States,-,-,-
1135,Ibm,2012,Jan,Green Hat (software company),Cloud based software testing,United States,-,-,-
1136,Ibm,2012,Jan,Worklight,Software Development Firm,Israel,70000000,-,-
1137,Ibm,2012,Apr,Varicent,Compensation and Sales Performance Management Software Solutions,Canada,-,-,-
1138,Ibm,2012,Apr,Vivisimo,Enterprise Search Software,United States,-,-,-
1139,Ibm,2012,May,Tealeaf Technology,Customer Experience Analytics Software,United States,-,-,-
1140,Ibm,2012,Aug,Texas Memory Systems,Solid State Storage,United States,-,-,-
1141,Ibm,2012,Aug,Kenexa Corporation,Human Capital Solutions,United States,1400000000,-,-
1142,Ibm,2012,Sep,Butterfly Software Ltd.,Data Analysis and Migration Software,United Kingdom,-,-,-
1143,Ibm,2012,Dec,StoredIQ,Big Data Analysis,United States,-,-,-
1144,Ibm,2013,Feb,Star Analytics,Business Analytics,United States,-,-,-
1145,Ibm,2013,Apr,UrbanCode,Software delivery automation,United States,-,-,-
1146,Ibm,2013,Jun,SoftLayer Technologies,Cloud Computing Infrastructure,United States,2000000000,-,-
1147,Ibm,2013,Jul,CSL International,Cloud Computing,Israel,undisclosed,-,-
1148,Ibm,2013,Aug,Trusteer,Cyber Security,Israel,1000000000,-,-
1149,Ibm,2013,Sep,Daeja Image Systems,Viewer for document management systems,United Kingdom,undisclosed,-,-
1150,Ibm,2013,Oct,The Now Factory,Mobile Networks Big Data Analytics,Ireland,undisclosed,-,-
1151,Ibm,2013,Oct,Xtify,In-app mobile messaging and push notification tools,United States,undisclosed,-,-
1152,Ibm,2013,Nov,Fiberlink Communications,Mobile Device Management,United States,330000000,-,-
1153,Ibm,2013,Dec,"Aspera, Inc.",Data Transfer Technology,United States,undisclosed,-,-
1154,Ibm,2014,Feb,"Cloudant, Inc.",Database-as-a-Service,United States,undisclosed,-,-
1155,Ibm,2014,Apr,"Silverpop Systems, Inc.",Behavioral Marketing Automation,United States,undisclosed,-,-
1156,Ibm,2014,May,Cognea,Cognitive computing (conversational artificial intelligence platform),United States,undisclosed,-,-
1157,Ibm,2014,Jul,CrossIdeas,Cloud Security (Identity and Access Governance),Italy,undisclosed,-,-
1158,Ibm,2014,Aug,Lighthouse Security Group,Cloud Security,United States,undisclosed,-,-
1159,Ibm,2015,Mar,AlchemyAPI,"Natural language processing, big data",United States,undisclosed,-,-
1160,Ibm,2015,Mar,Blekko,"Web Search Engine, Cognitive Computing",United States,undisclosed,-,-
1161,Ibm,2015,Apr,Explorys,Healthcare analytics,United States,undisclosed,-,-
1162,Ibm,2015,Apr,Phytel,Health management software,United States,undisclosed,-,-
1163,Ibm,2015,Jun,Bluebox,Private Cloud as a Service,United States,undisclosed,-,-
1164,Ibm,2015,Jul,Compose Inc.,Database as a Service,United States,undisclosed,-,-
1165,Ibm,2015,Aug,Merge Healthcare Inc.,Healthcare imaging software,United States,1000000000,-,-
1166,Ibm,2015,Sep,StrongLoop Inc.,Mobile API capabilities,United States,undisclosed,-,-
1167,Ibm,2015,Sep,Meteorix LLC,Consulting services for Workday applications,United States,undisclosed,-,-
1168,Ibm,2015,Oct,The Weather Company digital assets,"Weather data sources and analytics, related online and mobile products",United States,undisclosed,-,-
1169,Ibm,2015,Nov,"Gravitant, Inc",Cloud brokerage software and cloud management,United States,undisclosed,-,-
1170,Ibm,2015,Nov,Cleversafe,Object-based storage software,United States,1309000000,-,-
1171,Ibm,2015,Dec,Clearleap,Cloud-based video management,United States,undisclosed,-,-
1172,Ibm,2016,Jan,Iris Analytics,Real time transaction fraud detection,Germany,undisclosed,-,-
1173,Ibm,2016,Jan,Ustream,Streaming video,United States,undisclosed,-,-
1174,Ibm,2016,Jan,Resource/Ammirati,Digital marketing and creative agency,United States,undisclosed,-,-
1175,Ibm,2016,Feb,Aperto AG,Digital marketing and creative agency,Germany,undisclosed,-,-
1176,Ibm,2016,Feb,ecx.io AG,Digital marketing and creative agency,Germany,undisclosed,-,-
1177,Ibm,2016,Feb,Truven Health Analytics,"Provider of cloud-based healthcare data, analytics and insights",United States,2600000000,-,-
1178,Ibm,2016,Feb,Resilient Systems,"Cyber security, incident response platform",United States,undisclosed,-,-
1179,Ibm,2016,Mar,Optevia,Specialist provider of Microsoft Dynamics CRM based solutions and associated services to the public sector,United Kingdom,undisclosed,-,-
1180,Ibm,2016,Mar,Blue Wolf Group LLC,Salesforce systems integrator and professional services,United States,200000000,-,-
1181,Ibm,2016,Jun,EZSource,Application discovery and dashboard visualization,Israel,undisclosed,-,-
1182,Ibm,2016,Sep,Promontory Financial Group,Risk management and regulatory compliance,United States,undisclosed,-,-
1183,Ibm,2016,Oct,Sanovi Technologies,Hybrid cloud recovery,India,undisclosed,-,-
1184,Ibm,2017,Feb,Agile 3 Solutions,Information security,United States,undisclosed,-,-
1185,Ibm,2017,May,Verizon – Cloud services,Cloud services,United States,undisclosed,-,-
1186,Ibm,2017,May,XCC (division of TIMETOACT),Collaboration software,Germany,undisclosed,-,-
1187,Ibm,2017,Sep,Cloudigo,Data Center Company,-,undisclosed,-,-
1188,Ibm,2017,Oct,Vivant Digital,Innovation Consultancy,Australia,undisclosed,-,-
1189,Ibm,2018,May,"Armanta, Inc.",Aggregation/analytics software for financial services firms,United States,undisclosed,-,-
1190,Ibm,2018,Jun,Oniqua Holdings Pty Ltd.,Intelligent maintenance repair and operations (MRO) solutions,United States,undisclosed,-,-
1191,Ibm,2019,Jul,Red Hat,Provider of open source software and solutions,United States,34000000000,-,-
1192,Ibm,2020,Jun,Spanugo,US-based provider of cloud cybersecurity posture management solutions,United States,undisclosed,-,-
1193,Ibm,2020,Jul,WDG,IBM to Acquire WDG Automation to Advance AI-Infused Automation Capabilities for Enterprises,Brazil,undisclosed,-,-
1194,Ibm,2020,Nov,TruQua Enterprises,Acquisition enhances IBM's expertise in migrating financial platforms to SAP,United States,undisclosed,-,-
1195,Ibm,2020,Nov,Instana,Acquisition continues to advance IBM's Hybrid Cloud and AIOps strategy with Application Performance Management and enterprise Observability capabilities,United States,undisclosed,-,-
1196,Ibm,2020,Dec,Expertus Technologies Inc.,Digital payments provider,Canada,undisclosed,-,-
1197,Ibm,2020,Dec,Nordcloud,Acquisition enhances IBM's Hybrid Cloud Consulting capabilities,Finland,undisclosed,-,-
1198,Ibm,2021,Jan,7Summits,Acquisition drives digital transformations for Salesforce clients,United States,undisclosed,-,-
1199,Ibm,2021,Jan,Taos,Acquisition to expand hybrid cloud consulting services,United States,undisclosed,-,-
1200,Ibm,2021,Apr,myInvenio,Acquisition to help Organizations Use AI-powered Automation to Better Streamline Business Processes,Italy,undisclosed,-,-
1201,Ibm,2021,May,Waeg,Acquisition to expand Salesforce consulting services,-,undisclosed,-,-
1202,Ibm,2021,Jun,Turbonomic,Acquisition to expand AAIOps (the use of AI to automate IT Operations) to application and infrastructure observability,United States,undisclosed,-,-
1203,Ibm,2021,Jul,BoxBoat Technologies,DevOps consultancy and enterprise Kubernetes certified service provider,United States,undisclosed,-,-
1204,Ibm,2021,Jul,"Bluetab Solutions Group, S.L.",Hybrid cloud data and analytics consulting,Spain,undisclosed,-,-
1205,Adobe,1990,Mar,Emerald City Software,-,-,-,-,-
1206,Adobe,1990,Jun,BluePoint Technologies,-,-,-,-,-
1207,Adobe,1992,Jun,LaserTools-Language Tech,-,-,-,-,-
1208,Adobe,1992,Jun,OCR Systems,-,-,-,-,-
1209,Adobe,1994,Aug,Aldus Corporation,-,-,437676000,-,-
1210,Adobe,1994,Sep,LaserTools,-,-,-,-,-
1211,Adobe,1995,-,Photoshop,-,-,-,-,-
1212,Adobe,1995,Oct,Frame Technology,-,-,566567000,-,-
1213,Adobe,1996,May,Ares Software,-,-,-,-,-
1214,Adobe,1997,Mar,Sandcastle,-,-,3500000,-,-
1215,Adobe,1997,Sep,HyWay Ferranti,-,-,-,-,-
1216,Adobe,1997,Sep,DigiDox,-,-,-,-,-
1217,Adobe,1999,Jan,GoLive Systems,-,-,-,-,-
1218,Adobe,2001,Dec,Fotiva,-,-,-,-,-
1219,Adobe,2002,Apr,Accelio,-,-,72000000,-,-
1220,Adobe,2003,May,Syntrillium Software,-,-,-,-,-
1221,Adobe,2003,Nov,Yellow Dragon Software-Tech,-,-,-,-,-
1222,Adobe,2004,May,"Q-Link Technologies, Inc.",-,-,-,-,-
1223,Adobe,2004,Dec,OKYZ,-,-,-,-,-
1224,Adobe,2005,Dec,Macromedia,-,-,3573000000,-,-
1225,Adobe,2005,Dec,Navisware,-,-,-,-,-
1226,Adobe,2006,Apr,Trade and Technologies France,-,-,-,-,-
1227,Adobe,2006,Jun,Pixmantec,-,-,-,-,-
1228,Adobe,2006,Sep,InterAKT,-,-,-,-,-
1229,Adobe,2006,Oct,Serious Magic Inc.,-,-,-,-,-
1230,Adobe,2007,May,Scene7,-,-,-,-,-
1231,Adobe,2007,Oct,Virtual Ubiquity,-,-,-,-,-
1232,Adobe,2008,Sep,YaWah,-,-,-,-,-
1233,Adobe,2009,Aug,Business Catalyst,-,-,-,-,-
1234,Adobe,2009,Sep,Omniture,-,-,1800000000,-,-
1235,Adobe,2010,Jul,Day Software,-,-,240000000,-,-
1236,Adobe,2011,Jan,Demdex,-,-,-,-,-
1237,Adobe,2011,Jul,EchoSign,-,-,-,-,-
1238,Adobe,2011,Sep,Iridas Technology,-,-,-,-,-
1239,Adobe,2011,Oct,Nitobi,-,-,-,-,-
1240,Adobe,2011,Oct,Typekit,-,-,-,-,-
1241,Adobe,2011,Nov,Auditude,-,-,120000000,-,-
1242,Adobe,2011,Nov,Efficient Frontier Technology,-,-,-,-,-
1243,Adobe,2012,Dec,Behance Inc.,-,-,-,-,-
1244,Adobe,2013,Jul,Neolane,-,-,600000000,-,-
1245,Adobe,2013,Jul,Satellite,-,-,-,-,-
1246,Adobe,2014,Sep,Aviary,-,-,-,-,-
1247,Adobe,2015,Jan,Fotolia,-,-,800000000,-,-
1248,Adobe,2015,Jun,Mixamo,-,-,-,-,-
1249,Adobe,2016,May,Livefyre,-,-,-,-,-
1250,Adobe,2016,Nov,TubeMogul,-,-,540000000,-,-
1251,Adobe,2018,Apr,Sayspring,-,-,-,-,-
1252,Adobe,2018,Apr,Uru,-,-,-,-,-
1253,Adobe,2018,May,Magento,-,-,1680000000,-,-
1254,Adobe,2018,Sep,Marketo,-,-,4750000000,-,-
1255,Adobe,2019,Jan,Allegorithmic,-,-,-,-,-
1256,Adobe,2020,Nov,Workfront,-,-,1500000000,-,-
1257,Facebook,2005,Aug,facebook.com domain name,-,United States,200000,-,name change from Thefacebook.com
1258,Facebook,2007,Jul,Parakey,-,United States,-,-,Facebook Mobile
1259,Facebook,2008,Jun,ConnectU,-,United States,31000000,-,-
1260,Facebook,2009,Aug,FriendFeed,-,United States,47500000,-,-
1261,Facebook,2010,Feb,Octazen,-,Malaysia,-,-,Websluths
1262,Facebook,2010,Mar,Divvyshot,-,United States,-,-,Facebook Photos
1263,Facebook,2010,May,Friendster patents,-,United States,40000000,-,-
1264,Facebook,2010,May,ShareGrove,-,United States,-,-,Facebook Groups
1265,Facebook,2010,Jul,Zenbe,-,United States,-,-,Facebook Messenger
1266,Facebook,2010,Jul,Nextstop,-,United States,2500000,-,-
1267,Facebook,2010,Aug,Chai Labs,-,United States,10000000,-,-
1268,Facebook,2010,Aug,Hot Potato,-,United States,10000000,-,Facebook Places
1269,Facebook,2010,Oct,Drop.io,-,United States,10000000,-,-
1270,Facebook,2010,Nov,FB.com domain name,-,United States,8500000,-,-
1271,Facebook,2011,Jan,Rel8tion,-,United States,undisclosed,-,-
1272,Facebook,2011,Mar,Beluga,-,United States,undisclosed,-,Facebook Messenger
1273,Facebook,2011,Mar,Snaptu,-,Ireland,70000000,-,Mobile
1274,Facebook,2011,Mar,RecRec,-,United States,undisclosed,-,-
1275,Facebook,2011,Apr,DayTum,-,United States,undisclosed,-,-
1276,Facebook,2011,Jun,Sofa,-,Netherlands,undisclosed,-,-
1277,Facebook,2011,Jun,MailRank,-,United States,undisclosed,-,-
1278,Facebook,2011,Aug,Push Pop Press,-,United States,undisclosed,-,-
1279,Facebook,2011,Oct,Friend.ly,-,United States,undisclosed,-,-
1280,Facebook,2011,Nov,Strobe,-,United States,undisclosed,-,Mobile engineering team
1281,Facebook,2011,Dec,Gowalla,-,United States,-,-,-
1282,Facebook,2012,Feb,Caffeinatedmind,-,United States,-,-,-
1283,Facebook,2012,Apr,Instagram,-,United States,1000000000,-,-
1284,Facebook,2012,Apr,Tagtile,-,United States,undisclosed,-,-
1285,Facebook,2012,May,Glancee,-,United States,undisclosed,-,-
1286,Facebook,2012,May,Lightbox.com,-,United Kingdom,undisclosed,-,-
1287,Facebook,2012,May,Karma,-,United States,undisclosed,-,Facebook Gifts
1288,Facebook,2012,Jun,Face.com,-,Ireland,100000000,-,-
1289,Facebook,2012,Jul,Spool,-,United States,undisclosed,-,Mobile engineering team
1290,Facebook,2012,Jul,Acrylic Software,-,Canada,undisclosed,-,Facebook's design team
1291,Facebook,2012,Aug,Threadsy,-,United States,undisclosed,-,-
1292,Facebook,2013,Feb,Atlas Solutions,-,United States,100000000,-,-
1293,Facebook,2013,Mar,osmeta,-,United States,-,-,-
1294,Facebook,2013,Mar,Storylane (Mixtent),-,United States,-,-,-
1295,Facebook,2013,Mar,Hot Studio,-,United States,-,-,-
1296,Facebook,2013,Apr,Spaceport,-,United States,-,-,-
1297,Facebook,2013,Apr,Parse,-,United States,85000000,-,-
1298,Facebook,2013,Jul,Monoidics,-,United Kingdom,-,-,-
1299,Facebook,2013,Aug,Jibbigo,-,United States,-,-,-
1300,Facebook,2013,Oct,Onavo,-,Ireland,-,-,-
1301,Facebook,2013,Dec,SportStream,-,United States,-,-,-
1302,Facebook,2014,Jan,Little Eye Labs,-,India,15000000,-,-
1303,Facebook,2014,Jan,Branch,-,United States,15000000,-,-
1304,Facebook,2014,Feb,WhatsApp,-,United States,19000000000,-,-
1305,Facebook,2014,Mar,Oculus VR,-,United States,2000000000,-,-
1306,Facebook,2014,Mar,Ascenta,-,United Kingdom,20000000,-,-
1307,Facebook,2014,Apr,ProtoGeo Oy,-,Finland,undisclosed,-,-
1308,Facebook,2014,Aug,PrivateCore,-,United States,undisclosed,-,-
1309,Facebook,2014,Aug,LiveRail,-,United States,-,-,-
1310,Facebook,2014,Aug,WaveGroup Sound,-,United States,undisclosed,-,-
1311,Facebook,2015,Jan,Wit.ai,-,United States,undisclosed,-,-
1312,Facebook,2015,Jan,Quickfire Networks,-,United States,undisclosed,-,-
1313,Facebook,2015,Mar,"TheFind, Inc.",-,United States,undisclosed,-,-
1314,Facebook,2015,May,Surreal Vision,-,United Kingdom,undisclosed,-,-
1315,Facebook,2015,Oct,Endaga,-,United States,undisclosed,-,-
1316,Facebook,2015,Jul,Pebbles,-,Ireland,60000000,-,-
1317,Facebook,2016,Mar,MSQRD (Masquerade),-,Belarus,undisclosed,-,-
1318,Facebook,2016,May,Two Big Ears,-,United Kingdom,undisclosed,-,-
1319,Facebook,2016,Sep,Nascent Objects,-,United States,undisclosed,-,-
1320,Facebook,2016,Oct,Infiniled,-,Ireland,undisclosed,-,-
1321,Facebook,2016,Nov,CrowdTangle,-,United States,undisclosed,-,-
1322,Facebook,2016,Nov,Faciometrics,-,United States,undisclosed,-,-
1323,Facebook,2016,Nov,Zurich Eye,-,-,undisclosed,-,Oculus VR
1324,Facebook,2017,Jul,Ozlo,-,United States,undisclosed,-,Facebook Messenger
1325,Facebook,2017,Aug,Fayteq AG,-,-,undisclosed,-,Facebook Live
1326,Facebook,2017,Oct,tbh,-,United States,undisclosed,-,-
1327,Facebook,2018,Jan,Confirm,-,United States,undisclosed,-,-
1328,Facebook,2018,Jul,Bloomsbury AI,-,United Kingdom,30000000,-,-
1329,Facebook,2018,Jul,Redkix,-,Ireland,100000000,-,Workplace by Facebook
1330,Facebook,2018,Aug,Vidpresso,-,United States,undisclosed,-,-
1331,Facebook,2018,Nov,Dreambit,-,-,undisclosed,-,-
1332,Facebook,2019,Feb,Chainspace,-,United Kingdom,-,-,Facebook Blockchain
1333,Facebook,2019,Feb,GrokStyle,-,United States,undisclosed,-,-
1334,Facebook,2019,Sep,Servicefriend,-,Ireland,undisclosed,-,Novi
1335,Facebook,2019,Sep,CTRL-labs,-,United States,undisclosed,-,Facebook Reality Labs
1336,Facebook,2019,Sep,Packagd,-,United States,undisclosed,-,List of Facebook features § Marketplace
1337,Facebook,2019,Nov,Beat Games,-,Czech Republic,undisclosed,-,Oculus Studio
1338,Facebook,2019,Dec,PlayGiga,-,Spain,70000000,-,-
1339,Facebook,2020,Feb,Sanzaru Games,-,United States,undisclosed,-,Oculus Studio
1340,Facebook,2020,Feb,Scape Technologies,-,United Kingdom,40000000,-,Facebook Reality Labs
1341,Facebook,2020,May,Giphy,-,United States,400000000,-,Instagram
1342,Facebook,2020,Jun,Mapillary,-,Sweden,undisclosed,-,-
1343,Facebook,2020,Jun,Ready at Dawn,-,United States,undisclosed,-,Oculus Studio
1344,Facebook,2020,Sep,Lemnis Technologies,-,Singapore,undisclosed,-,Facebook Reality Labs
1345,Facebook,2020,Nov,Kustomer,-,United States,1000000000,-,-
1346,Facebook,2021,Apr,Downpour Interactive,-,United States,undisclosed,-,Oculus Studio
1347,Facebook,2021,Jun,Unit 2 Games,-,United Kingdom,undisclosed,-,Facebook Gaming
1348,Facebook,2021,Jun,BigBox VR,-,United States,undisclosed,-,Oculus Studio
1349,Facebook,2021,Oct,AI.Reverie,-,United States,undisclosed,-,-
1350,Redhat,1999,Jul,Atomic Vision,Website design,-,-,-,-
1351,Redhat,1999,Jul,Delix Computer GmbH-Linux Div,Computers and software,-,-,-,-
1352,Redhat,2000,Jan,Cygnus Solutions Limited,"gcc, gdb, binutils",-,674444000,-,-
1353,Redhat,2000,May,Bluecurve,IT management software,-,37107000,-,-
1354,Redhat,2000,Aug,Wirespeed Communications,Internet software,-,83963000,-,-
1355,Redhat,2000,Aug,Hell's Kitchen Systems,Internet software,-,85624000,-,-
1356,Redhat,2000,Sep,C2Net,Internet software,-,39983000,-,-
1357,Redhat,2001,Feb,Akopia,Ecommerce websites,-,-,-,-
1358,Redhat,2001,Feb,Planning Technologies,Consulting,-,47000000,-,-
1359,Redhat,2002,Feb,ArsDigita,Assets and employees,-,-,-,-
1360,Redhat,2002,Oct,NOCpulse,Software,-,-,-,-
1361,Redhat,2003,Dec,Sistina Software,"GFS, LVM, DM",-,31000000,-,-
1362,Redhat,2004,Sep,The Netscape Security-Certain Asts,Certain assets,-,-,-,-
1363,Redhat,2006,Jun,JBoss,Middleware,-,420000000,-,-
1364,Redhat,2007,Jun,MetaMatrix,Information management software,-,-,-,-
1365,Redhat,2007,Jun,Mobicents,Telecommunications software,-,-,-,-
1366,Redhat,2008,Mar,Amentra,Consulting,-,-,-,-
1367,Redhat,2008,Jun,Identyx,Software,-,-,-,-
1368,Redhat,2008,Sep,Qumranet,"KVM, RHEV, SPICE",-,107000000,-,-
1369,Redhat,2010,Nov,Makara,Enterprise software,-,-,-,-
1370,Redhat,2011,Oct,Gluster,GlusterFS,-,136000000,-,-
1371,Redhat,2012,Jun,FuseSource,Enterprise integration software,-,-,-,-
1372,Redhat,2012,Aug,Polymita,Enterprise software,-,-,-,-
1373,Redhat,2012,Dec,ManageIQ,Orchestration software,-,104000000,-,-
1374,Redhat,2014,Jan,The CentOS Project,CentOS,-,-,-,-
1375,Redhat,2014,Apr,Inktank Storage,Ceph,-,175000000,-,-
1376,Redhat,2014,Jun,eNovance,OpenStack Integration Services,-,95000000,-,-
1377,Redhat,2014,Sep,FeedHenry,Mobile Application Platform,-,82000000,-,-
1378,Redhat,2015,Oct,Ansible,"Configuration management, Orchestration engine",-,-,-,-
1379,Redhat,2016,Jun,3scale,API management,-,-,-,-
1380,Redhat,2017,May,Codenvy,Cloud software,-,-,-,-
1381,Redhat,2017,Jul,Permabit,Data deduplication and compression,-,-,-,-
1382,Redhat,2018,Jan,CoreOS,Management of containerized application:Container Linux by CoreOS,-,250000000,-,-
1383,Redhat,2018,Nov,NooBaa,Cloud storage technology,-,-,-,-
1384,Redhat,2021,Jan,StackRox,Container management software,-,-,-,-
1385,Disney,1957,-,"Disneyland, Inc.",-,-,562500,-,-
1386,Disney,1960,-,"Disneyland, Inc.",-,-,7500000,-,-
1387,Disney,1965,-,WED Enterprisespark designing and engineering division,-,-,-,-,-
1388,Disney,1982,-,Retlaw Enterprisesparks transportation division,-,-,42600000,-,-
1389,Disney,1987,-,Wrather Corporation,-,-,-,-,-
1390,Disney,1988,-,Wrather Corporation,-,-,-,-,-
1391,Disney,1996,Feb,Capital Cities/ABC Inc.,-,-,19000000000,-,-
1392,Disney,1998,Apr,Starwave,-,-,400000000,-,-
1393,Disney,1999,Jul,Infoseek,-,-,1770000000,-,-
1394,Disney,2001,Oct,Fox Family Worldwide,-,-,2900000000,-,-
1395,Disney,2004,Feb,The Muppets and Bear in the Big Blue House,-,-,75000000,-,-
1396,Disney,2006,May,Pixar,-,-,7400000000,-,-
1397,Disney,2008,Dec,Jetix Europe,-,-,-,-,-
1398,Disney,2009,Apr,Hulu,-,-,-,-,-
1399,Disney,2009,Dec,Marvel,-,-,4000000000,-,-
1400,Disney,2012,Dec,Lucasfilm,-,-,4000000000,-,-
1401,Disney,2014,-,Maker Studios,-,-,450000000,-,-
1402,Disney,2017,-,BAMTech,-,-,2580000000,-,-
1403,Disney,2019,Mar,21st Century Fox,-,-,71300000000,-,-
1404,Citrix,1997,Sep,DataPac Australasia,Server-based computing,Australia,-,-,Citrix WinFrame
1405,Citrix,1998,Mar,Insignia NTrigue,Server-based computing and consumer electronics,United States,-,-,Citrix WinFrame
1406,Citrix,1998,Jun,APM,Java developer,-,-,-,Citrix WinFrame and MetaFrame
1407,Citrix,1998,Jul,VDOnet,Internet film broadcasting,Israel,-,-,Video/audio server technology
1408,Citrix,1999,Jul,Viewsoft,Software developer for web-based application,United States,-,-,Application Linking and Embedding (ALE) software
1409,Citrix,2000,Feb,Innovex Group,Internet consulting company,United States,-,-,Citrix Worldwide Customer Service
1410,Citrix,2001,May,Sequoia Software Corporation,XML-based portal software developer,United States,-,-,Citrix NFuse and Metaframe
1411,Citrix,2004,Mar,Expertcity,GoToMyPC and GoToMeeting platform developer,United States,-,-,SaaS
1412,Citrix,2004,Dec,Net6,SSL VPN technology,United States,-,-,SSL Access Gateway and Citrix’s MetaFrame Access Suite
1413,Citrix,2005,Aug,Netscaler,Application acceleration hardware vendor,United States,-,-,Citrix NetScaler
1414,Citrix,2005,Nov,Teros,Firewall vendor,United States,-,-,Citrix NetScaler Application Firewall
1415,Citrix,2006,May,Reflectent,Edgesight desktop applications performance-monitoring software developer.,United States,-,-,"Citrix Web applications performance-measuring software, core client-server applications, Presentation Server"
1416,Citrix,2006,Aug,Orbital Data,WAN optimization,United States,-,-,Citrix WANScaler
1417,Citrix,2007,Jan,Ardence Inc.,Server provisioning software developer,United States,-,-,"Citrix’s Management Systems Group, Provisioning Server"
1418,Citrix,2007,Mar,thinGenius,Load testing software,United States,-,-,Presentation Server and virtual software delivery
1419,Citrix,2007,Feb,Aurema]],E-commerce,Australia,-,-,Greater support for Presentation Server running on Microsoft Longhorn Server
1420,Citrix,2007,Jun,Caymas Systems,Identity-based access control,United States,-,-,Citrix SSL VPN (enhanced)
1421,Citrix,2007,Sep,QuickTree,XML security,United States,-,-,"NetScaler application-acceleration platform, WANScaler WAN-optimization gear, and Citrix Access Gateway SSL VPN device"
1422,Citrix,2007,Oct,XenSource,Desktop and server virtualization,-,-,-,Desktop and server virtualization. XenSource became part of Citrix’s Virtualization & Management Division.
1423,Citrix,2008,May,sepagoPROFILE,Profile management technology developer,Germany,-,-,"Citrix XenDesktop, XenApp, and User Profile Manager"
1424,Citrix,2008,Mar,Deterministics Network,Software-based scalable secure network acceleration and bandwidth management,United States,-,-,Citrix Deterministics Network
1425,Citrix,2009,-,Vidsoft,High definition video streaming,Germany,-,-,"HDFaces within GoToMeeting, GoToWebinar, and GoToTraining"
1426,Citrix,2008,Nov,Vapps,High definition audio conference call equipment,United States,-,-,GoToMeeting
1427,Citrix,2010,Feb,Paglo Labs,SaaS-based IT management,United States,-,-,GoToManage
1428,Citrix,2010,Aug,VMLogix Inc.,Virtualization automation and management,United States,-,-,XenServer
1429,Citrix,2011,Feb,Netviewer,SaaS vendor in collaboration and IT services,Germany,-,-,Citrix’s online services division
1430,Citrix,2011,Feb,EMS-Cortex,Cloud services provisioning and management,New Zealand,-,-,"XenApp, Cloud Portal Services Manager"
1431,Citrix,2011,May,Kaviza,Virtual desktop infrastructure (VDI) developer,United States,-,-,VDI-in-a-box
